HCAL-Endcap,Towerindex=23
scintillator
-3.14159	4168.52	4014	-3.14159	4168.8	4017.7	4151.23
-3.14159	4258.87	4101	-3.14159	4259.15	4104.7	4241.2
-3.14159	4349.22	4188	-3.14159	4349.5	4191.7	4331.18
-3.14159	4439.56	4275	-3.14159	4439.84	4278.7	4421.15
-3.14159	4529.91	4362	-3.14159	4530.19	4365.7	4511.12
-3.14159	4620.26	4449	-3.14159	4620.54	4452.7	4601.1
-3.14159	4710.61	4536	-3.14159	4710.89	4539.7	4691.07
-3.14159	4800.96	4623	-3.14159	4801.24	4626.7	4781.05
-3.14159	4891.31	4710	-3.14159	4891.59	4713.7	4871.02
-3.14159	4981.66	4797	-3.14159	4981.94	4800.7	4961
-3.14159	5072.01	4884	-3.14159	5072.29	4887.7	5050.97
-3.14159	5162.36	4971	-3.14159	5162.64	4974.7	5140.94
-3.14159	5252.71	5058	-3.14159	5252.99	5061.7	5230.92
-3.14159	5343.06	5145	-3.14159	5343.33	5148.7	5320.89
-3.14159	5433.4	5232	-3.14159	5433.68	5235.7	5410.87
-3.14159	5523.75	5319	-3.14159	5524.03	5322.7	5500.84
-3.14159	5614.1	5406	-3.14159	5614.38	5409.7	5590.82
-3.14159	5704.45	5493	-3.14159	5704.73	5496.7	5680.79
-2.96706	4168.52	4014	-2.96706	4168.8	4017.7	4151.23
-2.96706	4258.87	4101	-2.96706	4259.15	4104.7	4241.2
-2.96706	4349.22	4188	-2.96706	4349.5	4191.7	4331.18
-2.96706	4439.56	4275	-2.96706	4439.84	4278.7	4421.15
-2.96706	4529.91	4362	-2.96706	4530.19	4365.7	4511.12
-2.96706	4620.26	4449	-2.96706	4620.54	4452.7	4601.1
-2.96706	4710.61	4536	-2.96706	4710.89	4539.7	4691.07
-2.96706	4800.96	4623	-2.96706	4801.24	4626.7	4781.05
-2.96706	4891.31	4710	-2.96706	4891.59	4713.7	4871.02
-2.96706	4981.66	4797	-2.96706	4981.94	4800.7	4961
-2.96706	5072.01	4884	-2.96706	5072.29	4887.7	5050.97
-2.96706	5162.36	4971	-2.96706	5162.64	4974.7	5140.94
-2.96706	5252.71	5058	-2.96706	5252.99	5061.7	5230.92
-2.96706	5343.06	5145	-2.96706	5343.33	5148.7	5320.89
-2.96706	5433.4	5232	-2.96706	5433.68	5235.7	5410.87
-2.96706	5523.75	5319	-2.96706	5524.03	5322.7	5500.84
-2.96706	5614.1	5406	-2.96706	5614.38	5409.7	5590.82
-2.96706	5704.45	5493	-2.96706	5704.73	5496.7	5680.79
-2.79253	4168.52	4014	-2.79253	4168.8	4017.7	4151.23
-2.79253	4258.87	4101	-2.79253	4259.15	4104.7	4241.2
-2.79253	4349.22	4188	-2.79253	4349.5	4191.7	4331.18
-2.79253	4439.56	4275	-2.79253	4439.84	4278.7	4421.15
-2.79253	4529.91	4362	-2.79253	4530.19	4365.7	4511.12
-2.79253	4620.26	4449	-2.79253	4620.54	4452.7	4601.1
-2.79253	4710.61	4536	-2.79253	4710.89	4539.7	4691.07
-2.79253	4800.96	4623	-2.79253	4801.24	4626.7	4781.05
-2.79253	4891.31	4710	-2.79253	4891.59	4713.7	4871.02
-2.79253	4981.66	4797	-2.79253	4981.94	4800.7	4961
-2.79253	5072.01	4884	-2.79253	5072.29	4887.7	5050.97
-2.79253	5162.36	4971	-2.79253	5162.64	4974.7	5140.94
-2.79253	5252.71	5058	-2.79253	5252.99	5061.7	5230.92
-2.79253	5343.06	5145	-2.79253	5343.33	5148.7	5320.89
-2.79253	5433.4	5232	-2.79253	5433.68	5235.7	5410.87
-2.79253	5523.75	5319	-2.79253	5524.03	5322.7	5500.84
-2.79253	5614.1	5406	-2.79253	5614.38	5409.7	5590.82
-2.79253	5704.45	5493	-2.79253	5704.73	5496.7	5680.79
-2.61799	4168.52	4014	-2.61799	4168.8	4017.7	4151.23
-2.61799	4258.87	4101	-2.61799	4259.15	4104.7	4241.2
-2.61799	4349.22	4188	-2.61799	4349.5	4191.7	4331.18
-2.61799	4439.56	4275	-2.61799	4439.84	4278.7	4421.15
-2.61799	4529.91	4362	-2.61799	4530.19	4365.7	4511.12
-2.61799	4620.26	4449	-2.61799	4620.54	4452.7	4601.1
-2.61799	4710.61	4536	-2.61799	4710.89	4539.7	4691.07
-2.61799	4800.96	4623	-2.61799	4801.24	4626.7	4781.05
-2.61799	4891.31	4710	-2.61799	4891.59	4713.7	4871.02
-2.61799	4981.66	4797	-2.61799	4981.94	4800.7	4961
-2.61799	5072.01	4884	-2.61799	5072.29	4887.7	5050.97
-2.61799	5162.36	4971	-2.61799	5162.64	4974.7	5140.94
-2.61799	5252.71	5058	-2.61799	5252.99	5061.7	5230.92
-2.61799	5343.06	5145	-2.61799	5343.33	5148.7	5320.89
-2.61799	5433.4	5232	-2.61799	5433.68	5235.7	5410.87
-2.61799	5523.75	5319	-2.61799	5524.03	5322.7	5500.84
-2.61799	5614.1	5406	-2.61799	5614.38	5409.7	5590.82
-2.61799	5704.45	5493	-2.61799	5704.73	5496.7	5680.79
-2.44346	4168.52	4014	-2.44346	4168.8	4017.7	4151.23
-2.44346	4258.87	4101	-2.44346	4259.15	4104.7	4241.2
-2.44346	4349.22	4188	-2.44346	4349.5	4191.7	4331.18
-2.44346	4439.56	4275	-2.44346	4439.84	4278.7	4421.15
-2.44346	4529.91	4362	-2.44346	4530.19	4365.7	4511.12
-2.44346	4620.26	4449	-2.44346	4620.54	4452.7	4601.1
-2.44346	4710.61	4536	-2.44346	4710.89	4539.7	4691.07
-2.44346	4800.96	4623	-2.44346	4801.24	4626.7	4781.05
-2.44346	4891.31	4710	-2.44346	4891.59	4713.7	4871.02
-2.44346	4981.66	4797	-2.44346	4981.94	4800.7	4961
-2.44346	5072.01	4884	-2.44346	5072.29	4887.7	5050.97
-2.44346	5162.36	4971	-2.44346	5162.64	4974.7	5140.94
-2.44346	5252.71	5058	-2.44346	5252.99	5061.7	5230.92
-2.44346	5343.06	5145	-2.44346	5343.33	5148.7	5320.89
-2.44346	5433.4	5232	-2.44346	5433.68	5235.7	5410.87
-2.44346	5523.75	5319	-2.44346	5524.03	5322.7	5500.84
-2.44346	5614.1	5406	-2.44346	5614.38	5409.7	5590.82
-2.44346	5704.45	5493	-2.44346	5704.73	5496.7	5680.79
-2.26893	4168.52	4014	-2.26893	4168.8	4017.7	4151.23
-2.26893	4258.87	4101	-2.26893	4259.15	4104.7	4241.2
-2.26893	4349.22	4188	-2.26893	4349.5	4191.7	4331.18
-2.26893	4439.56	4275	-2.26893	4439.84	4278.7	4421.15
-2.26893	4529.91	4362	-2.26893	4530.19	4365.7	4511.12
-2.26893	4620.26	4449	-2.26893	4620.54	4452.7	4601.1
-2.26893	4710.61	4536	-2.26893	4710.89	4539.7	4691.07
-2.26893	4800.96	4623	-2.26893	4801.24	4626.7	4781.05
-2.26893	4891.31	4710	-2.26893	4891.59	4713.7	4871.02
-2.26893	4981.66	4797	-2.26893	4981.94	4800.7	4961
-2.26893	5072.01	4884	-2.26893	5072.29	4887.7	5050.97
-2.26893	5162.36	4971	-2.26893	5162.64	4974.7	5140.94
-2.26893	5252.71	5058	-2.26893	5252.99	5061.7	5230.92
-2.26893	5343.06	5145	-2.26893	5343.33	5148.7	5320.89
-2.26893	5433.4	5232	-2.26893	5433.68	5235.7	5410.87
-2.26893	5523.75	5319	-2.26893	5524.03	5322.7	5500.84
-2.26893	5614.1	5406	-2.26893	5614.38	5409.7	5590.82
-2.26893	5704.45	5493	-2.26893	5704.73	5496.7	5680.79
-2.0944	4168.52	4014	-2.0944	4168.8	4017.7	4151.23
-2.0944	4258.87	4101	-2.0944	4259.15	4104.7	4241.2
-2.0944	4349.22	4188	-2.0944	4349.5	4191.7	4331.18
-2.0944	4439.56	4275	-2.0944	4439.84	4278.7	4421.15
-2.0944	4529.91	4362	-2.0944	4530.19	4365.7	4511.12
-2.0944	4620.26	4449	-2.0944	4620.54	4452.7	4601.1
-2.0944	4710.61	4536	-2.0944	4710.89	4539.7	4691.07
-2.0944	4800.96	4623	-2.0944	4801.24	4626.7	4781.05
-2.0944	4891.31	4710	-2.0944	4891.59	4713.7	4871.02
-2.0944	4981.66	4797	-2.0944	4981.94	4800.7	4961
-2.0944	5072.01	4884	-2.0944	5072.29	4887.7	5050.97
-2.0944	5162.36	4971	-2.0944	5162.64	4974.7	5140.94
-2.0944	5252.71	5058	-2.0944	5252.99	5061.7	5230.92
-2.0944	5343.06	5145	-2.0944	5343.33	5148.7	5320.89
-2.0944	5433.4	5232	-2.0944	5433.68	5235.7	5410.87
-2.0944	5523.75	5319	-2.0944	5524.03	5322.7	5500.84
-2.0944	5614.1	5406	-2.0944	5614.38	5409.7	5590.82
-2.0944	5704.45	5493	-2.0944	5704.73	5496.7	5680.79
-1.91986	4168.52	4014	-1.91986	4168.8	4017.7	4151.23
-1.91986	4258.87	4101	-1.91986	4259.15	4104.7	4241.2
-1.91986	4349.22	4188	-1.91986	4349.5	4191.7	4331.18
-1.91986	4439.56	4275	-1.91986	4439.84	4278.7	4421.15
-1.91986	4529.91	4362	-1.91986	4530.19	4365.7	4511.12
-1.91986	4620.26	4449	-1.91986	4620.54	4452.7	4601.1
-1.91986	4710.61	4536	-1.91986	4710.89	4539.7	4691.07
-1.91986	4800.96	4623	-1.91986	4801.24	4626.7	4781.05
-1.91986	4891.31	4710	-1.91986	4891.59	4713.7	4871.02
-1.91986	4981.66	4797	-1.91986	4981.94	4800.7	4961
-1.91986	5072.01	4884	-1.91986	5072.29	4887.7	5050.97
-1.91986	5162.36	4971	-1.91986	5162.64	4974.7	5140.94
-1.91986	5252.71	5058	-1.91986	5252.99	5061.7	5230.92
-1.91986	5343.06	5145	-1.91986	5343.33	5148.7	5320.89
-1.91986	5433.4	5232	-1.91986	5433.68	5235.7	5410.87
-1.91986	5523.75	5319	-1.91986	5524.03	5322.7	5500.84
-1.91986	5614.1	5406	-1.91986	5614.38	5409.7	5590.82
-1.91986	5704.45	5493	-1.91986	5704.73	5496.7	5680.79
-1.74533	4168.52	4014	-1.74533	4168.8	4017.7	4151.23
-1.74533	4258.87	4101	-1.74533	4259.15	4104.7	4241.2
-1.74533	4349.22	4188	-1.74533	4349.5	4191.7	4331.18
-1.74533	4439.56	4275	-1.74533	4439.84	4278.7	4421.15
-1.74533	4529.91	4362	-1.74533	4530.19	4365.7	4511.12
-1.74533	4620.26	4449	-1.74533	4620.54	4452.7	4601.1
-1.74533	4710.61	4536	-1.74533	4710.89	4539.7	4691.07
-1.74533	4800.96	4623	-1.74533	4801.24	4626.7	4781.05
-1.74533	4891.31	4710	-1.74533	4891.59	4713.7	4871.02
-1.74533	4981.66	4797	-1.74533	4981.94	4800.7	4961
-1.74533	5072.01	4884	-1.74533	5072.29	4887.7	5050.97
-1.74533	5162.36	4971	-1.74533	5162.64	4974.7	5140.94
-1.74533	5252.71	5058	-1.74533	5252.99	5061.7	5230.92
-1.74533	5343.06	5145	-1.74533	5343.33	5148.7	5320.89
-1.74533	5433.4	5232	-1.74533	5433.68	5235.7	5410.87
-1.74533	5523.75	5319	-1.74533	5524.03	5322.7	5500.84
